timestamp,machine_id,cpu_utilization,memory_utilization,is_underutilized
2026-03-26 00:00:00,server_0,30.130204219479715,22.721520363871928,0
2026-03-26 00:00:00,server_1,32.394819995821614,41.14615456073754,0
2026-03-26 00:00:00,server_2,19.167191303461188,12.992383473277146,1
2026-03-26 00:00:00,server_3,46.367684156922095,44.768494617066764,0
2026-03-26 00:00:00,server_4,15.637376135286944,17.935501344089204,1
2026-03-26 00:00:00,server_5,15.728226532124292,10.0,1
2026-03-26 00:00:00,server_6,26.308925997801737,10.0,0
2026-03-26 00:00:00,server_7,5.0,10.0,1
2026-03-26 00:00:00,server_8,7.487025119294868,10.0,1
2026-03-26 00:00:00,server_9,9.059130791493063,10.0,1
2026-03-26 00:00:00,server_10,44.664223458134536,33.47361576164228,0
2026-03-26 00:00:00,server_11,23.692414994630084,10.0,0
2026-03-26 00:00:00,server_12,14.513751056433485,12.72022674224545,1
2026-03-26 00:00:00,server_13,5.414588262976682,10.0,1
2026-03-26 00:00:00,server_14,13.66991157552915,10.0,1
2026-03-26 00:00:00,server_15,13.65389274087027,29.445896037785595,1
2026-03-26 00:00:00,server_16,22.477033553242215,10.0,0
2026-03-26 00:00:00,server_17,35.017665605859065,15.80569598497703,0
2026-03-26 00:00:00,server_18,25.812445849382556,10.0,0
2026-03-26 00:00:00,server_19,5.0,10.0,1
2026-03-26 00:00:00,server_20,33.75649062424238,28.718875311293612,0
2026-03-26 00:00:00,server_21,20.944767688487616,13.744777194897207,0
2026-03-26 00:00:00,server_22,5.0,10.0,1
2026-03-26 00:00:00,server_23,15.769910359914412,23.187150550120688,1
2026-03-26 00:00:00,server_24,27.833766267838147,10.0,0
2026-03-26 00:00:00,server_25,27.54075146523315,18.181778368023355,0
2026-03-26 00:00:00,server_26,12.525661919721845,16.137292424186157,1
2026-03-26 00:00:00,server_27,38.14448476175049,39.82838900056238,0
2026-03-26 00:00:00,server_28,10.091229075971647,10.0,1
2026-03-26 00:00:00,server_29,27.648443395364684,31.87420598751534,0
2026-03-26 00:00:00,server_30,15.491878356631876,10.53691291866733,1
2026-03-26 00:00:00,server_31,6.084467314220802,10.0,1
2026-03-26 00:00:00,server_32,34.8673792602242,41.45630369388759,0
2026-03-26 00:00:00,server_33,21.599340100606216,27.314801059405216,0
2026-03-26 00:00:00,server_34,28.104032300025736,16.032028293969347,0
2026-03-26 00:00:00,server_35,28.100426006937433,37.860706470209635,0
2026-03-26 00:00:00,server_36,22.142101337661952,33.36011762826963,0
2026-03-26 00:00:00,server_37,5.0,12.219025043752238,1
2026-03-26 00:00:00,server_38,23.985197947883794,16.19808485364836,0
2026-03-26 00:00:00,server_39,24.05590357234376,10.0,0
2026-03-26 00:00:00,server_40,19.384413606748545,19.0786566005163,1
2026-03-26 00:00:00,server_41,44.847902595433965,30.6956198936107,0
2026-03-26 00:00:00,server_42,10.552087880913412,10.0,1
2026-03-26 00:00:00,server_43,36.410523689842336,32.41593004847071,0
2026-03-26 00:00:00,server_44,14.733088867805643,16.919145425378076,1
2026-03-26 00:00:00,server_45,24.13565516453183,28.994974036954357,0
2026-03-26 00:00:00,server_46,12.14869551615094,10.0,1
2026-03-26 00:00:00,server_47,16.79786962732886,10.0,1
2026-03-26 00:00:00,server_48,27.121296080279865,24.307589586022786,0
2026-03-26 00:00:00,server_49,22.756193773948137,15.859083685407043,0
2026-03-26 00:00:00,server_50,5.0,10.0,1
2026-03-26 00:00:00,server_51,17.53877417640968,10.0,1
2026-03-26 00:00:00,server_52,20.260206249321087,20.248673567602253,0
2026-03-26 00:00:00,server_53,50.97228044246918,42.52360248229374,0
2026-03-26 00:00:00,server_54,26.54274778515269,20.48973907046048,0
2026-03-26 00:00:00,server_55,5.0,10.0,1
2026-03-26 00:00:00,server_56,23.58294507342662,43.49877718359416,0
2026-03-26 00:00:00,server_57,19.794077452594387,18.850735385411635,1
2026-03-26 00:00:00,server_58,22.158815378732577,10.0,0
2026-03-26 00:00:00,server_59,39.821834142036536,39.376797640496974,0
2026-03-26 00:00:00,server_60,34.54497112995693,18.54210235601815,0
2026-03-26 00:00:00,server_61,43.721406588352714,20.958614642759365,0
2026-03-26 00:00:00,server_62,31.48234833131528,47.09043492315201,0
2026-03-26 00:00:00,server_63,7.821447047350901,10.0,1
2026-03-26 00:00:00,server_64,24.174262400625842,14.304653379338681,0
2026-03-26 00:00:00,server_65,5.0,10.0,1
2026-03-26 00:00:00,server_66,6.744936218419653,10.13187328108754,1
2026-03-26 00:00:00,server_67,8.888128410804178,22.60984677881874,1
2026-03-26 00:00:00,server_68,10.93069253926767,10.0,1
2026-03-26 00:00:00,server_69,34.882250184856275,15.597156983545469,0
2026-03-26 00:00:00,server_70,26.091390943373167,33.94454029752282,0
2026-03-26 00:00:00,server_71,5.0,10.0,1
2026-03-26 00:00:00,server_72,26.577733838037577,29.080415788203165,0
2026-03-26 00:00:00,server_73,5.0,10.0,1
2026-03-26 00:00:00,server_74,30.50861540856469,27.376739059183613,0
2026-03-26 00:00:00,server_75,26.43688467949937,24.613989838569257,0
2026-03-26 00:00:00,server_76,12.479121100633863,12.305833852117125,1
2026-03-26 00:00:00,server_77,27.075579023791445,14.516949038769479,0
2026-03-26 00:00:00,server_78,50.666109591482574,45.27121688230393,0
2026-03-26 00:00:00,server_79,5.0,10.565536086338298,1
2026-03-26 00:00:00,server_80,8.059266870901403,14.318259534145643,1
2026-03-26 00:00:00,server_81,40.05842560942229,23.839917304020727,0
2026-03-26 00:00:00,server_82,37.13013386297605,33.831916359745826,0
2026-03-26 00:00:00,server_83,35.01039432422858,46.97624528592234,0
2026-03-26 00:00:00,server_84,18.998670184268168,10.0,1
2026-03-26 00:00:00,server_85,9.336775479928376,10.0,1
2026-03-26 00:00:00,server_86,21.522966283099663,20.62989277464617,0
2026-03-26 00:00:00,server_87,26.829853914261513,29.73571562176945,0
2026-03-26 00:00:00,server_88,22.87452030247983,32.83495701355703,0
2026-03-26 00:00:00,server_89,18.709639425741884,42.1694032064897,1
2026-03-26 00:00:00,server_90,32.06450214078632,17.08002614846623,0
2026-03-26 00:00:00,server_91,6.6161044533945415,10.117607715147486,1
2026-03-26 00:00:00,server_92,19.327550144423462,22.60204505645969,1
2026-03-26 00:00:00,server_93,29.7780562929144,23.094155907762794,0
2026-03-26 00:00:00,server_94,9.97758615328515,10.0,1
2026-03-26 00:00:00,server_95,15.98176764330591,21.349402057879452,1
2026-03-26 00:00:00,server_96,25.890898086264286,10.0,0
2026-03-26 00:00:00,server_97,25.277205812078954,24.07493844695153,0
2026-03-26 00:00:00,server_98,9.42163038129423,10.0,1
2026-03-26 00:00:00,server_99,23.552622701001223,10.0,0
2026-03-26 01:00:00,server_0,26.048293879442884,26.446480367236653,0
2026-03-26 01:00:00,server_1,36.927252121847786,40.07982221782726,0
2026-03-26 01:00:00,server_2,5.0,10.0,1
2026-03-26 01:00:00,server_3,28.40701248234853,27.863469495000913,0
2026-03-26 01:00:00,server_4,28.40719876880935,61.25307392159469,0
2026-03-26 01:00:00,server_5,29.244841134616138,34.7515293094989,0
2026-03-26 01:00:00,server_6,34.99150992661667,34.507120454351316,0
2026-03-26 01:00:00,server_7,15.95244480461345,20.351648048623435,1
2026-03-26 01:00:00,server_8,9.089105256155058,10.0,1
2026-03-26 01:00:00,server_9,13.401030256782082,11.539565599288892,1
2026-03-26 01:00:00,server_10,55.40136197432126,25.648437653539528,0
2026-03-26 01:00:00,server_11,30.975386329836336,10.0,0
2026-03-26 01:00:00,server_12,13.602505487377133,21.771510359575366,1
2026-03-26 01:00:00,server_13,21.645683760650577,10.0,0
2026-03-26 01:00:00,server_14,9.951927835319111,14.757519757602047,1
2026-03-26 01:00:00,server_15,9.725983998461585,10.0,1
2026-03-26 01:00:00,server_16,21.36506107277584,10.576045382162505,0
2026-03-26 01:00:00,server_17,52.840644814098525,48.61170607445894,0
2026-03-26 01:00:00,server_18,5.0,10.0,1
2026-03-26 01:00:00,server_19,10.754686502692815,17.128082550116492,1
2026-03-26 01:00:00,server_20,8.793672397728125,10.0,1
2026-03-26 01:00:00,server_21,28.256292658925492,31.26258606884161,0
2026-03-26 01:00:00,server_22,5.0,10.0,1
2026-03-26 01:00:00,server_23,13.557303806804292,10.0,1
2026-03-26 01:00:00,server_24,47.163297078435086,41.78045477235763,0
2026-03-26 01:00:00,server_25,5.0,13.17861947054776,1
2026-03-26 01:00:00,server_26,52.513826429408134,52.33571374903798,0
2026-03-26 01:00:00,server_27,5.0,10.0,1
2026-03-26 01:00:00,server_28,39.68515071201797,24.67142591342657,0
2026-03-26 01:00:00,server_29,27.338774896412062,29.617360451423018,0
2026-03-26 01:00:00,server_30,6.777526400547391,10.0,1
2026-03-26 01:00:00,server_31,5.0,10.0,1
2026-03-26 01:00:00,server_32,16.892961203321228,10.0,1
2026-03-26 01:00:00,server_33,45.16765303319316,21.832708646948205,0
2026-03-26 01:00:00,server_34,14.080816173763878,12.572058711872018,1
